"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"A2 Sports Padel Mallorca","","Castilla La Mancha, 6, 07011, Palma de Mallorca","+34649799699","contacto@a2sportspadel.com","https://padelizados.es/es-es/i/903-a2-sports-padel-mallorca/","N/A"
"The Academy Softee Pádel","","Carrer de Joan Coromines, 30, 07141, Palma de Mallorca","+34611170478","","https://padelizados.es/es-es/i/974-the-academy-softee-padel/","N/A"
"Pista de Pàdel i Bàsquet","","07181, Palma de Mallorca","","","https://padelizados.es/es-es/i/1485-pista-de-padel-i-basquet/","N/A"
"Padeltys Academia","","KM5,2, Camí Vell de Bunyola, 07009, Palma de Mallorca","+34653186090","","https://padelizados.es/es-es/i/1619-padeltys-academia/","N/A"
"Etxabakoitz Udal Kiroldegia","","C. de San Raimundo, s/n, 31009, Pamplona","+34948251073","dpo@gfmservicios.com","https://padelizados.es/es-es/i/978-etxabakoitz-udal-kiroldegia/","N/A"
"ONPADELCLUB","","Calle a, Nave 33, 31192, Pamplona","+34621426362","info@onpadelclub.es","https://padelizados.es/es-es/i/589-onpadelclub/","N/A"
"Navarra Padel","","C. Cam. de Labiano, 49, 31191, Pamplona","+34948104545","info@navarrapadel.com","https://padelizados.es/es-es/i/283-navarra-padel/","N/A"
"IMPACT PADEL SPORT","","Calle G, 43, 31191, Pamplona","+34638870412","","https://padelizados.es/es-es/i/463-impact-padel-sport/","N/A"
"Tray Padel Club","","Calle a, 66, 31192, Pamplona","+34948233117","info@labandejapadel.com","https://padelizados.es/es-es/i/484-tray-padel-club/","N/A"
"Pegaso Pádel Club","","Polígono Iturrondo, 17, 31600, Burlada / Burlata","+34630579957","","https://padelizados.es/es-es/i/1538-pegaso-padel-club/","N/A"
"On Padel club","","Pol. nº, Calle a, 33, 31192, Mutilva","+34621426362","info@onpadelclub.es","https://padelizados.es/es-es/i/529-on-padel-club/","N/A"
"Pablo Semprún Sport Center","","C. Intxaurdia, 5, 31620, Valle de Egüés / Eguesibar","+34615625378","olgam@optimasportmedia.com","https://padelizados.es/es-es/i/568-pablo-semprun-sport-center/","N/A"
"Pádel Reyno de Navarra","","C. E, 1, 31191, Beriáin","+34623377939","","https://padelizados.es/es-es/i/259-padel-reyno-de-navarra/","N/A"
"Sangüesa Padel","","Pol. Ind. de Rocaforte, A3, 31400, Aranguren","","youraddress@mail.com","https://padelizados.es/es-es/i/1569-sanguesa-padel/","N/A"
"Ipadel Fitness | Sport Club","","Avenida de Puxeiros, 86, 36416, Pontevedra","+34676565367","info@ipadelfitness.es","https://padelizados.es/es-es/i/93-ipadel-fitness-sport-club/","N/A"
"School Pádel Pontevedra","","Rúa Irlanda, 2, 36162, Pontevedra","+34692650223","Schoopadelpontevedra@outlook.com","https://padelizados.es/es-es/i/405-school-padel-pontevedra/","N/A"
"Padel Bao","","36005, Pontevedra","+34607563236","","https://padelizados.es/es-es/i/1192-padel-bao/","N/A"
"Club de Tenis e Pádel O Rial","","Rúa do Carballo, s/n, 36629, Pontevedra","+34986505198","info@clubtenisrial.com","https://padelizados.es/es-es/i/579-club-de-tenis-e-padel-o-rial/","N/A"
"Club De Tenis Pontevedra","","Rúa Illa de San Simón, 7, 36163, Pontevedra","+34986872999","escueladetenis@clubdetenispontevedra.es","https://padelizados.es/es-es/i/1252-club-de-tenis-pontevedra/","N/A"
"Pistas de pádel de Soutomaior","","EP-2908, 36, 36691, Soutomaior","+34986700964","","https://padelizados.es/es-es/i/1627-pistas-de-padel-de-soutomaior/","N/A"
"SETE PIAS PADEL","","Sete Pias, Poligono industrial, Rúa Concepción Arenal, 6, 36635, Cambados","+34621406071","","https://padelizados.es/es-es/i/1084-sete-pias-padel/","N/A"
"Pistas de pádel de Redondela","","36800, Redondela","","","https://padelizados.es/es-es/i/1399-pistas-de-padel-de-redondela/","N/A"
"Pádel Morrazo","","Polígono Industrial de, Av. Castiñeiras, Parcela 7, 36939, Bueu","+34610718721","","https://padelizados.es/es-es/i/1505-padel-morrazo/","N/A"
"Nave Pádel Cangas","","Rúa Estrada da Magdalena, 110, 36949, Cangas","+34644105557","","https://padelizados.es/es-es/i/1490-nave-padel-cangas/","N/A"
"Padel Villagarcía","","Rúa Patiño, 24, 36613, Vilagarcía de Arousa","","","https://padelizados.es/es-es/i/626-padel-villagarcia/","N/A"
"Máis que Auga","","Rúa Urania Mella Serrano, s/n, 36205, Vigo","+34986407245","","https://padelizados.es/es-es/i/742-mais-que-auga/","N/A"
"Win Pádel Club","","Av. da Ponte, 80, 36215, Vigo","+34609780731","","https://padelizados.es/es-es/i/658-win-padel-club/","N/A"
"Vigo Padel","","Estrada Ponte Segade-Sárdoma, 29, 36214, Vigo","+34986093543","","https://padelizados.es/es-es/i/466-vigo-padel/","N/A"
"Padel Stop","","Cam. Devesa, 1, 36214, Vigo","+34986425192","","https://padelizados.es/es-es/i/499-padel-stop/","N/A"
"Twelve Padel Zenter Vigo","","Estrada Fragosiño, 30, 36214, Vigo","+34986841797","12padelzenter@gmail.com","https://padelizados.es/es-es/i/180-twelve-padel-zenter-vigo/","N/A"
"Saquesport","","Camiño da Igrexa, 39, 36416, Vigo","+34609100819","pedidos@saquesport.es","https://padelizados.es/es-es/i/1621-saquesport/","N/A"
"Podium Win","","Av. da Florida, 159, BAJO, 36210, Vigo","+34986247466","","https://padelizados.es/es-es/i/1421-podium-win/","N/A"
"Rec Padel","","Cño. do Caramuxo, 52, 36213, Vigo","+34986632499","recfitnesspadel@gmail.com","https://padelizados.es/es-es/i/673-rec-padel/","N/A"
"CASTELO PADEL CLUB SPORT&FOOD","","N-120, KM 637, 36879, Salceda de Caselas","+34627209476","","https://padelizados.es/es-es/i/881-castelo-padel-club-sportfood/","N/A"
"Complexo Deportivo Álvaro Pino","","Rúa Real, 1, 36860, Ponteareas","+34986644757","info@complejodeportivoalvaropino.com","https://padelizados.es/es-es/i/791-complexo-deportivo-alvaro-pino/","N/A"
"Estrada Padel","","Rúa Figueroa de Arriba, nº 51, 36680, A Estrada","+34666351597","","https://padelizados.es/es-es/i/1312-estrada-padel/","N/A"
"Boiropadel","","Polígono Industrial de Espiñeira, Parcela 18, 15930, Boiro","+34680635184","info@boiropadel.com","https://padelizados.es/es-es/i/1275-boiropadel/","N/A"
"Ureca Padel Club","","Rúa Manuel Lemos, 124, 36379, Nigrán","+34986367860","oficina@ureca.es","https://padelizados.es/es-es/i/1111-ureca-padel-club/","N/A"
"DEZA PADEL CENTER","","Polígono Area 33 de Silleda, Rua Vial, 2, 36543, Silleda","+34665820310","","https://padelizados.es/es-es/i/1269-deza-padel-center/","N/A"
"Campo de Tiro y Deportes de Salamanca","","C/ Joaquín Rodrigo, 49, 37008, Salamanca","+34633072684","info@campotiro.es","https://padelizados.es/es-es/i/877-campo-de-tiro-y-deportes-de-salamanca/","N/A"
"Enjoy! Aldehuela - Ciudad Deportiva Aldehuela","","Av. de la Aldehuela, S/N, 37003, Salamanca","+34923090518","","https://padelizados.es/es-es/i/663-enjoy-aldehuela-ciudad-deportiva-aldehuela/","N/A"
"Padelhome","","AVENIDA RIO TORMES, Ctra. a Vega de Salamanca, 5, 37185, Salamanca","+34636287355","","https://padelizados.es/es-es/i/372-padelhome/","N/A"
"Padel Palace - Salamanca","","Calz. Toro, 23, 37184, Villares de la Reina","+34923204118","","https://padelizados.es/es-es/i/453-padel-palace-salamanca/","N/A"
"Padel You","","C. Conde Orgaz, s/n, 37005, Salamanca","+34645001110","","https://padelizados.es/es-es/i/514-padel-you/","N/A"
"Pádel Charro","","Av. de Lasalle, 173, 37008, Salamanca","+34672525925","","https://padelizados.es/es-es/i/1086-padel-charro/","N/A"
"CEP pádel","","C. Juan de la Cierva, 4, 37188, Carbajosa de la Sagrada","+34675937572","","https://padelizados.es/es-es/i/1430-cep-padel/","N/A"
"Club Padel Time","","C. de Francisco Bonet, 4, 37188, Carbajosa de la Sagrada","+34620422105","","https://padelizados.es/es-es/i/553-club-padel-time/","N/A"
"Catedral Pádel Club S.L.","","???? catedralpadelclub@gmail.com, ☎️ +34 634 343 705, C. Primera, 41, 37188, Carbajosa de la Sagrada","+34634343705","catedralpadelclub@gmail.com","https://padelizados.es/es-es/i/419-catedral-padel-club-s-l/","N/A"
"Club Pádel El Viñal","","Urb. Almacenes, C/ Duero, 8, Sector A1, 37184, Villares de la Reina","+34923228534","padelelvinal@gmail.com","https://padelizados.es/es-es/i/517-club-padel-el-vinal/","N/A"
"Padel Master School","","C. Vertical 8a, 17, 37188, Carbajosa de la Sagrada","","","https://padelizados.es/es-es/i/1041-padel-master-school/","N/A"
"Pádel Indoor Salamanca","","C. Vertical 8a, nº17, 37188, Carbajosa de la Sagrada","+34600456768","direcciondeportivavictor@gmail.com","https://padelizados.es/es-es/i/231-padel-indoor-salamanca/","N/A"
"Centro Deportivo Moriscos - Cabrerizos Tennis Club","","C. Villares, 14, 37430, Moriscos","","","https://padelizados.es/es-es/i/1369-centro-deportivo-moriscos-cabrerizos-tennis-club/","N/A"
"Centro Deportivo Supera Santander","","C. Castilla, 64, 39009, Santander","+34942348200","santander@centrosupera.com","https://padelizados.es/es-es/i/1093-centro-deportivo-supera-santander/","N/A"
"Move&Go Santander","","C. Autonomía, 2, 39012, Santander","+34942391535","","https://padelizados.es/es-es/i/295-movego-santander/","N/A"
"Club de Tenis Monteverde","","C. Tristana, 21, A, 39012, Santander","+34942332530","recepcion@clubdepadelytenismonteverde.com","https://padelizados.es/es-es/i/317-club-de-tenis-monteverde/","N/A"
"Futsa Meres","","Ctra. Oviedo, Km. 7.5, 33199, Santander","+34985794578","info@futsameres.com","https://padelizados.es/es-es/i/284-futsa-meres/","N/A"
"AS Pádel Club","","CL-607, 13, 40196, Segovia","+34667073377","aspadelescuela@gmail.com","https://padelizados.es/es-es/i/736-as-padel-club/","N/A"
"PÁDEL FACTORY","","C. los Gremios Segovianos, 3, 40195, Segovia","+34673918832","","https://padelizados.es/es-es/i/544-padel-factory/","N/A"
"Espacio tierra","","40196, La Lastrilla","+34921525058","info@espaciotierra.es","https://padelizados.es/es-es/i/498-espacio-tierra/","N/A"
"PADDLE CLUB FOUR INDOOR","","C. Ciprés, 206, 40140, Valverde del Majano","+34620516040","info@padelfour.com","https://padelizados.es/es-es/i/1204-paddle-club-four-indoor/","N/A"
"Peñalara Pádel","","C. Prta del Campo, 40100, Real Sitio de San Ildefonso","+34921470118","","https://padelizados.es/es-es/i/657-penalara-padel/","N/A"
"Ciudad Deportiva Wanda","","Otero de Herreros,Segovia, 40424, Los Ángeles de San Rafael","+34921195800","","https://padelizados.es/es-es/i/1384-ciudad-deportiva-wanda/","N/A"
"Club de pádel PyT Collado Mediano","","P.º de los Rosales, 61, 28450, Collado Mediano","+34918598845","starvie@starvie.com","https://padelizados.es/es-es/i/693-club-de-padel-pyt-collado-mediano/","N/A"
"Club de Pádel PPT","","P.º la Alameda, 39, 28440, Guadarrama","+34682490082","contacto@padelwarrior.es","https://padelizados.es/es-es/i/721-club-de-padel-ppt/","N/A"
"Palas club padel","","C. Granito, 12, 28412, Cerceda","+34695217987","","https://padelizados.es/es-es/i/1230-palas-club-padel/","N/A"
"PADEL INDOOR CERCEDA","","Calle Granito nº1, Poligono Industrial Puente Madrid, 28412, Cerceda","+34918529176","","https://padelizados.es/es-es/i/1016-padel-indoor-cerceda/","N/A"
"Club de Tenis Guadarrama","","C. Olimpia, 1, 28440, Guadarrama","+34617334149","","https://padelizados.es/es-es/i/1288-club-de-tenis-guadarrama/","N/A"
"Padel Seasons","","Cam. de Alpedrete, 58, 28411, Moralzarzal","+34683353007","","https://padelizados.es/es-es/i/1523-padel-seasons/","N/A"
"Piscina municipal de Gargantilla del Lozoya y Pinilla de Buitrago","","Gargantilla del Lozoya y Pinilla de Buitrago C/ Pino, 54, 28739, San Agustín de Guadalix","+34918695013","blanca@aguastranquilas.com","https://padelizados.es/es-es/i/1461-piscina-municipal-de-gargantilla-del-lozoya-y-pinilla-de-buitrago/","N/A"
"Restaurante Solycampo S.L","","C. Peralejo, s/n, 28792, Miraflores de la Sierra","+34918443751","20info@solycampo.es","https://padelizados.es/es-es/i/112-restaurante-solycampo-s-l/","N/A"
"IGM Academy","","C. Mirador del Moncayo, 28400, Collado Villalba","+34648103816","info@igmacademy.es","https://padelizados.es/es-es/i/985-igm-academy/","N/A"
"Club Tenis y Padel Soto del Real","","C. Egidillo, 28791, Soto del Real","+34665600847","","https://padelizados.es/es-es/i/819-club-tenis-y-padel-soto-del-real/","N/A"
"Bee Padel (C/Bronce)","","Calle Bronce, 4, C. del Oro, 8, 28770, Colmenar Viejo","+34639447174","","https://padelizados.es/es-es/i/1101-bee-padel-cbronce/","N/A"
"The fourth set Padel Indoor","","Polígono Industrial Sur, C. del Oro, 22, 28770, Colmenar Viejo","+34608749373","info@elcuartoset.com","https://padelizados.es/es-es/i/1054-the-fourth-set-padel-indoor/","N/A"
"Sevilla Padel Experience","","Cardenal Bueno Monreal, 41013, Sevilla","+34645081839","hello@sevillapadelexperience.com","https://padelizados.es/es-es/i/320-sevilla-padel-experience/","N/A"
"ElRemate Pádel Club","","Av. de Montes Sierra, 38, 41007, Sevilla","+34619817451","elrematepadelclub@gmail.com","https://padelizados.es/es-es/i/874-elremate-padel-club/","N/A"
"IRON PADEL INDOOR SEVILLA","","C. Nivel, 10, 41008, Sevilla","+34610195358","mail@ejemplo.com","https://padelizados.es/es-es/i/198-iron-padel-indoor-sevilla/","N/A"
"IOpadel","","Av. la Prensa, 36, 41007, Sevilla","+34954676966","info@iopadel.es","https://padelizados.es/es-es/i/190-iopadel/","N/A"
"Galisport Happiness Club","","Cardenal Bueno Monreal, s/n, 41013, Sevilla","+34954296555","elporvenir@galisport.com","https://padelizados.es/es-es/i/1138-galisport-happiness-club/","N/A"
"SANTE SPORT & SOCIAL CLUB","","Av. del Deporte, 12, 41020, Sevilla","+34633232355","rrhh@clubsante.es","https://padelizados.es/es-es/i/894-sante-sport-social-club/","N/A"
"CASILLAS PADEL","","Camino Las Casillas, 1, 2, 41015, Sevilla","+34675666908","","https://padelizados.es/es-es/i/385-casillas-padel/","N/A"
"La Red 21 Padel Pro","","Cardenal Bueno Monreal, 38, 41013, Sevilla","+34635667324","hola@lared21.es","https://padelizados.es/es-es/i/580-la-red-21-padel-pro/","N/A"
"Centro Deportivo Fili Pino Montano","","C. Corral de los Olmos, 41015, Sevilla","+34955548108","comunicacion@filipinomontano.es","https://padelizados.es/es-es/i/995-centro-deportivo-fili-pino-montano/","N/A"
"Federación Andaluza de Pádel","","Av. Padre García Tejero, 6, Torre B, 41012, Sevilla","+34954270884","almeria@fap.es","https://padelizados.es/es-es/i/1043-federacion-andaluza-de-padel/","N/A"
"HispaPadel Reparación Palas Padel","","C. Juan Rodriguez García, 41940, Tomares","+34657336773","info.hispapadel@gmail.com","https://padelizados.es/es-es/i/1471-hispapadel-reparacion-palas-padel/","N/A"
"Padelcross Club De Padel","","Junto a Gasolinera Bp Cross y a, Parque Comercial Alavera, Ctra. Sevilla Coria, s/n, Parcela 6.1, 41120, San Juan de Aznalfarache","+34636449374","","https://padelizados.es/es-es/i/586-padelcross-club-de-padel/","N/A"
"Alavera Padel","","Parque Comercial Alavera, Dentro del, Autovia A-8058, Km 2, 41920, San Juan de Aznalfarache","+34634280284","alaverapadel2015@gmail.com","https://padelizados.es/es-es/i/282-alavera-padel/","N/A"
"Racket Club Sevilla","","C. Rotonda del Tirreno, Parcela Z, 37°21'40.4N 6°02'51.8W, 41940, Tomares","+34648285347","Administracion@racketclub.es","https://padelizados.es/es-es/i/722-racket-club-sevilla/","N/A"
"Simon Green Sport","","C/ Mirador, 41120, Gelves","+34954184344","administracion@simonverdesport.com","https://padelizados.es/es-es/i/787-simon-green-sport/","N/A"
"Club Zaudín Golf Sevilla","","9W5Q+3F, Glorieta del Zaudín y Puerta de las Marismas, 41940, Tomares","+34954154159","zeta@clubzaudingolf.com","https://padelizados.es/es-es/i/1116-club-zaudin-golf-sevilla/","N/A"
"Rio Grande Recreation Association","","Ctra. San Juan Palomares, 9, 41927, Mairena del Aljarafe","+34954181011","rosa.reinoso@riogrande.es","https://padelizados.es/es-es/i/216-rio-grande-recreation-association/","N/A"
"Club Deportivo Fit in","","C. Artesanía, 9, 41927, Mairena del Aljarafe","+34649976971","","https://padelizados.es/es-es/i/674-club-deportivo-fit-in/","N/A"
"Activonic VIVA ACTIVE Travel - Padel, Tennis, Pickleball","","Club Bernier, C. Brasil, 41120, Gelves","+34669550680","info@vivaactivetravel.com","https://padelizados.es/es-es/i/1415-activonic-viva-active-travel-padel-tennis-pickleball/","N/A"
"Tienda Padel Nuestro Sevilla Aljarafe","","Polígono Industrial de, C. Industria, 5, 41927, Mairena del Aljarafe","+34954912427","info.fr@padelnuestro.com","https://padelizados.es/es-es/i/323-tienda-padel-nuestro-sevilla-aljarafe/","N/A"
"SITING - Padel Club","","C. de la Red Diecisiete, 26, 41500, Alcalá de Guadaíra","+34675729761","","https://padelizados.es/es-es/i/350-siting-padel-club/","N/A"
"Solo Padel Sevilla","","La, C. de la Red Diecisiete, 53, 41500, Alcalá de Guadaíra","+34666467884","","https://padelizados.es/es-es/i/348-solo-padel-sevilla/","N/A"
"Infinity Indoor","","Adalid Domingo Ledesma, 9, 41703, Gelves","+34955547577","","https://padelizados.es/es-es/i/101-infinity-indoor/","N/A"
"Club Padel Los Cerros","","Ctra. Dos Hmnos Monteq, 2, 41089, Dos Hermanas","+34607387650","","https://padelizados.es/es-es/i/412-club-padel-los-cerros/","N/A"
"itálica club paddle","","C. Castilla Leon, 237, 41909, Salteras","+34954711107","","https://padelizados.es/es-es/i/280-italica-club-paddle/","N/A"
"BluePadel Indoor","","C. las Moreras, 32, 41928, Palomares del Río","+34650605296","","https://padelizados.es/es-es/i/1310-bluepadel-indoor/","N/A"
"Palomares Pádel Club","","C. Huévar, 45, 41928, Palomares del Río","+34613334157","","https://padelizados.es/es-es/i/1049-palomares-padel-club/","N/A"
"Club de Campo La Motilla","","C. Orión, 41703, Dos Hermanas","+34955675804","dpd@clubdecampolamotilla.es","https://padelizados.es/es-es/i/99-club-de-campo-la-motilla/","N/A"
"Sportres","","Cam. Salteras, s/n, 41807, Espartinas","+34633799430","","https://padelizados.es/es-es/i/906-sportres/","N/A"
"Club De Padel Sportres","","Calle Dr. Andres Gaviño, 3, 41807, Espartinas","+34609763194","","https://padelizados.es/es-es/i/1404-club-de-padel-sportres/","N/A"
"CLUB DEPORTIVO DEHESA DEL REY","","Camino del Chicharrache, s/n, 41100, Coria del Río","+34607418542","","https://padelizados.es/es-es/i/212-club-deportivo-dehesa-del-rey/","N/A"
"C.D. RICOSPORT","","C. Capataces, S/N, 41100, Coria del Río","+34675058993","","https://padelizados.es/es-es/i/1346-c-d--ricosport/","N/A"
"Invictus Padel Academy","","C. Lepanto, 5, 41110, Bollullos de la Mitación","+34633970690","","https://padelizados.es/es-es/i/686-invictus-padel-academy/","N/A"
"Pádel Pibo Sevilla","","Av. Bormujos, 13-15, 41110, Bollullos de la Mitación","+34633970690","","https://padelizados.es/es-es/i/1400-padel-pibo-sevilla/","N/A"
"Pistas de Padel Villanueva del Ariscal","","C. Bruselas, 1, 41808, Villanueva del Ariscal","+34645145217","","https://padelizados.es/es-es/i/1514-pistas-de-padel-villanueva-del-ariscal/","N/A"
"GOLF COSTA DAURADA TARRAGONA SPORTS CENTER","","Ctra. Catllar, Km 2,7, 43007, Tarragona","+34977653361","hola@golfcostadaurada.com","https://padelizados.es/es-es/i/612-golf-costa-daurada-tarragona-sports-center/","N/A"
"Tarragona Pàdel Indoor","","Pol. Ind. Francolí, 10, 43006, Tarragona","+34638967632","info@tarragonapadelindoor.es","https://padelizados.es/es-es/i/152-tarragona-padel-indoor/","N/A"
"MesK Padel Tarragona","","43006, Tarragona","+34654494368","dionis@meskpadeltarragona.com","https://padelizados.es/es-es/i/227-mesk-padel-tarragona/","N/A"
"Padel Indoor Baix Penedès","","Avinguda Bellvei, 43719, Tarragona","+34977592385","","https://padelizados.es/es-es/i/1082-padel-indoor-baix-penedes/","N/A"
"Club de Tennis El Romaní","","Passeig Dr. Letamendi, Urb. Romaní, 5, 43700, Tarragona","+34660229595","ctromani@ctromani.com","https://padelizados.es/es-es/i/1276-club-de-tennis-el-romani/","N/A"
"Centre Esportiu del Delta","","Avinguda Canal, 0, 43580, Tarragona","+34977489695","ajuntament@deltebre.cat","https://padelizados.es/es-es/i/1319-centre-esportiu-del-delta/","N/A"
"Pistes de pàdel - Castellvell del Camp","","Av. de la Camêlia, 43392, Tarragona","+34977855008","","https://padelizados.es/es-es/i/1510-pistes-de-padel-castellvell-del-camp/","N/A"
"Global padel vilaseca","","Carrer dels Matalassers, 8, h6, 43204, Reus","+34977271101","recepcio@globalpadelsports.com","https://padelizados.es/es-es/i/137-global-padel-vilaseca/","N/A"
"Pavelló Municipal d'Esports El Morell","","Av. dels Països Catalans, 6, 43760, El Morell","+34977842700","consergeriapavello@morell.alta","https://padelizados.es/es-es/i/1380-pavello-municipal-desports-el-morell/","N/A"
"Club Tennis i Pàdel El Catllar","","C/ del Requet, 43764, El Catllar","+34652867947","clubtenniselcatllar@gmail.com","https://padelizados.es/es-es/i/1008-club-tennis-i-padel-el-catllar/","N/A"
"TENNIS PÀDEL TAMARIT","","Urb. La Mora, Carrer Foixarda, S/N, 43008, Altafulla","+34699832050","infojungletrek@gmail.com","https://padelizados.es/es-es/i/577-tennis-padel-tamarit/","N/A"
"Mas Passamaner","","Camí de la Serra, 52, 43470, La Selva del Camp","+34977766333","hotel@maspassamaner.com","https://padelizados.es/es-es/i/606-mas-passamaner/","N/A"
"Pàdelx4 Reus","","Carrer de Faió, 7, 43204, Reus","+34695366170","padelx4reus@gmail.com","https://padelizados.es/es-es/i/1153-padelx4-reus/","N/A"
"Padel indoor Reus","","Carrer del Camí de Valls, 98, 43204, Reus","+34699088381","domenecsanroma@gmail.com","https://padelizados.es/es-es/i/1160-padel-indoor-reus/","N/A"
"Pádel Gaudí Reus Golf Club","","Ctra. de Cambrils, km 1.8, 43206, Reus","+34977752725","reservas@gaudigolfclub.com","https://padelizados.es/es-es/i/1497-padel-gaudi-reus-golf-club/","N/A"
"Tennis i Pàdel | Reus Deportiu","","El Camí dels Cinc Ponts, 1-3, 43206, Reus","+34977331824","secretaria@reusdeportiu.es","https://padelizados.es/es-es/i/575-tennis-i-padel-reus-deportiu/","N/A"
"Pàdel Manyanet Reus","","Carrer del Pare Manyanet, 27, 43205, Reus","+34640169844","info@padelmanyanet.com","https://padelizados.es/es-es/i/1599-padel-manyanet-reus/","N/A"
"EURO LLEVANT","","Carrer del Camí del Más de Clariana, 6, 43850, Cambrils","+34977383563","","https://padelizados.es/es-es/i/1483-euro-llevant/","N/A"
"Club Tennis Reus Monterols","","Ctra. de Reus a Cambrils, km 1, 43206, Reus","+34977751560","info@tennismonterols.cat.","https://padelizados.es/es-es/i/176-club-tennis-reus-monterols/","N/A"
"Apolo Club Esportiu","","Carrer del Migdia, 43830, Torredembarra","+34633104102","info@apoloclub.cat","https://padelizados.es/es-es/i/230-apolo-club-esportiu/","N/A"
"TennisTDB","","Carrer del Crisantem, 43830, Torredembarra","+34692048066","info@tennistdb.cat","https://padelizados.es/es-es/i/1280-tennistdb/","N/A"
"Pàdel Reus","","Carrer d'Ignasi Iglésias, 30 - 32, 43206, Reus","+34977086636","","https://padelizados.es/es-es/i/560-padel-reus/","N/A"
"Club Padel Cambrils","","Av. Bèlgica, 1, 43850, Cambrils","+34977364320","info@misitio.com","https://padelizados.es/es-es/i/95-club-padel-cambrils/","N/A"
"Club de Tenis Valls","","Carretera de Valls a Tarragona, km 16, 43144, Vallmoll","+34649085620","info.tennisvalls@gmail.com","https://padelizados.es/es-es/i/851-club-de-tenis-valls/","N/A"
"Pàdel Puigpelat","","Carrer de Vilabella, S/N, 43812, Puigpelat","+34696816064","","https://padelizados.es/es-es/i/1303-padel-puigpelat/","N/A"
"Mar Cambrils Club & Big Jump Park","","Carrer Valls, 2, 43850, Cambrils","+34659849505","contact@mysite.com","https://padelizados.es/es-es/i/1243-mar-cambrils-club-big-jump-park/","N/A"
"Restaurant El Quincho Mar Cambrils","","Carrer Valls, 2, 43850, Cambrils","+34666377672","","https://padelizados.es/es-es/i/910-restaurant-el-quincho-mar-cambrils/","N/A"
"Club Tennis Plana d'en Berga de Valls","","Carrer Reina Elionor, 25, 43800, Valls","+34977608042","info@planadenberga.com","https://padelizados.es/es-es/i/538-club-tennis-plana-den-berga-de-valls/","N/A"
"Bará Tennis Club","","Av. de la Reina Fabiola, 49, 43883, El Vendrell","+34977801836","","https://padelizados.es/es-es/i/304-bara-tennis-club/","N/A"
"Pistes de pàdel","","43814, Vila-rodona","","","https://padelizados.es/es-es/i/1486-pistes-de-padel/","N/A"
"Club Padel Y Tenis Comarruga","","Av. Masia Blanca, 19, 43880, Coma-ruga","+34682040810","info@ctpcomarruga.com","https://padelizados.es/es-es/i/267-club-padel-y-tenis-comarruga/","N/A"
"AG Padel Team","","Carrer de Colom, 20I, 43700, El Vendrell","+34656713527","","https://padelizados.es/es-es/i/1366-ag-padel-team/","N/A"
"Padel Teruel","","Cam. el Polvorín, 1, 44003, Teruel","+34978624350","info@padelteruel.com","https://padelizados.es/es-es/i/535-padel-teruel/","N/A"
"Teruel Sport Center","","C. Milán, s/n, 44195, Teruel","+34978608635","","https://padelizados.es/es-es/i/705-teruel-sport-center/","N/A"
"Piscinas y Polideportivo Municipal de Santa Eulalia del Campo","","C. Juan Carlos I, 11, 44360, Santa Eulalia","","contacto@santaeulaliadelcampo.com","https://padelizados.es/es-es/i/1460-piscinas-y-polideportivo-municipal-de-santa-eulalia-del-campo/","N/A"
"Imperial Padel","","C. Río Torviscal, 10, 45007, Toledo","+34925671268","","https://padelizados.es/es-es/i/347-imperial-padel/","N/A"
"Escuela Padel Carlos Revenga","","C. Río Jarama, 70, 45007, Toledo","","","https://padelizados.es/es-es/i/1021-escuela-padel-carlos-revenga/","N/A"
"CLUB DE PADEL Y TENIS LA NAVA","","URBANIZACION CALIPO-FADO KM.36 A-5, Toledo","","","https://padelizados.es/es-es/i/1522-club-de-padel-y-tenis-la-nava/","N/A"
"Zona de Pádel","","C/ de Salvador Cerveró, 24, 46025, Valencia","+34962071946","tienda@zonadepadel.es","https://padelizados.es/es-es/i/53-zona-de-padel/","N/A"
"SUMA Fitness Club ALFAFAR | Gimnàs i Pàdel a València","","C. Manuel Baixauli Andrés, S/N, 46910, Valencia","+34961843560","holaalfafar@sumafitnessclub.com","https://padelizados.es/es-es/i/593-suma-fitness-club-alfafar-gimnas-i-padel-a-valencia/","N/A"
"Devesa Gardens Camping & Resort","","Carretera de El Saler, Km. 13, 46012, Valencia","+34961611136","info@devesagardens.com","https://padelizados.es/es-es/i/567-devesa-gardens-camping-resort/","N/A"
"Club de Tenis de Bellreguard","","Carretera Playa, km 2,5, 46713, Bellreguard, Valencia, Valencia","+34962818550","info@clubdetenisbellreguard.com","https://padelizados.es/es-es/i/934-club-de-tenis-de-bellreguard/","N/A"
"Tu Pádel Valencia","","Carrer dels Fogainers, 5, 46014, Valencia","+34622559943","info@tupadelvalencia.com","https://padelizados.es/es-es/i/213-tu-padel-valencia/","N/A"
"Polideportivo de Malilla","","Carrer de Bernat Descoll, 21, 46026, Valencia","+34960018776","info@artossportsclub.com","https://padelizados.es/es-es/i/654-polideportivo-de-malilla/","N/A"
"Pádel Sedavi","","Av. Azagador de la Torre, 13, 46026, Valencia","+34645887353","info@padelsedavi.com","https://padelizados.es/es-es/i/299-padel-sedavi/","N/A"
